store,date,weekly_sales,holiday_flag,temperature,fuel_price,cpi,unemployment,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_mean_4,rolling_std_4,rolling_mean_12,year,month,weekofyear,dayofweek,holiday_lag1,temperature_rolling4,fuel_price_rolling4,cpi_rolling4,unemployment_rolling4
9,2012-10-19,542009.46,0,68.01,3.594,227.214288,4.954,558464.8,606755.3,516361.06,533756.88,523427.35,565812.29,576879.15,553834.51,39282.821864933605,546504.1741666667,2012,10,42,4,0.0,67.8775,3.6195,227.0282464,5.03475
9,2012-10-26,549731.49,0,69.52,3.506,227.2328068,4.954,542009.46,558464.8,606755.3,516361.06,533756.88,523427.35,565812.29,555897.655,38074.99001066987,550342.3791666667,2012,10,43,4,0.0,66.0575,3.5795,227.14567979999998,4.954
10,2010-04-30,1790694.59,0,69.76,3.105,126.3805667,9.524,1829521.83,1826241.44,2041069.37,2138651.97,1893532.46,1946875.06,1941346.13,1958871.1525000003,156417.79222132827,2007801.096666667,2010,4,17,4,0.0,67.80250000000001,3.067,126.5039758,9.524
10,2010-05-07,1921432.16,0,71.06,3.127,126.2898,9.524,1790694.59,1829521.83,1826241.44,2041069.37,2138651.97,1893532.46,1946875.06,1871881.8075,114153.70694727814,1974271.5833333337,2010,5,18,4,0.0,69.245,3.0977499999999996,126.42595,9.524
10,2010-05-14,1808056.41,0,73.88,3.145,126.2085484,9.524,1921432.16,1790694.59,1829521.83,1826241.44,2041069.37,2138651.97,1893532.46,1841972.505,55814.415860217036,1953055.22,2010,5,19,4,0.0,70.28,3.10675,126.3375621,9.524
10,2010-05-21,1847613.58,0,78.32,3.12,126.1843871,9.524,1808056.41,1921432.16,1790694.59,1829521.83,1826241.44,2041069.37,2138651.97,1837426.2475,58211.992803434376,1927607.2058333335,2010,5,20,4,0.0,73.255,3.12425,126.26582555,9.524
10,2010-05-28,1904618.17,0,76.67,3.058,126.1602258,9.524,1847613.58,1808056.41,1921432.16,1790694.59,1829521.83,1826241.44,2041069.37,1841949.185,58095.84721640881,1914343.7575,2010,5,21,4,0.0,74.9825,3.1125,126.21074032499999,9.524
10,2010-06-04,1931406.28,0,82.82,2.941,126.1360645,9.524,1904618.17,1847613.58,1808056.41,1921432.16,1790694.59,1829521.83,1826241.44,1870430.0799999998,52221.02081119327,1907471.0975000001,2010,6,22,4,0.0,77.9225,3.0660000000000003,126.17230645,9.524
10,2010-06-11,1827521.71,0,89.67,3.057,126.1119032,9.524,1931406.28,1904618.17,1847613.58,1808056.41,1921432.16,1790694.59,1829521.83,1872923.61,55597.11946482861,1906642.7766666666,2010,6,23,4,0.0,81.87,3.0439999999999996,126.14814515,9.524
10,2010-06-18,1837636.24,0,83.49,2.935,126.114,9.524,1827521.71,1931406.28,1904618.17,1847613.58,1808056.41,1921432.16,1790694.59,1877789.935,48414.78248808861,1896696.6641666666,2010,6,24,4,0.0,83.1625,2.99775,126.130548375,9.524
10,2010-06-25,1768172.31,0,90.32,3.084,126.1266,9.524,1837636.24,1827521.71,1931406.28,1904618.17,1847613.58,1808056.41,1921432.16,1875295.6,50691.20069204938,1892038.6458333333,2010,6,25,4,0.0,86.57499999999999,3.00425,126.12214192500001,9.524
10,2010-07-02,1845893.87,0,92.89,2.978,126.1392,9.199,1768172.31,1837636.24,1827521.71,1931406.28,1904618.17,1847613.58,1808056.41,1841184.135,67503.11462947215,1861165.3408333333,2010,7,26,4,0.0,89.0925,3.0135,126.1229258,9.44275
10,2010-07-09,1769793.37,0,91.03,3.1,126.1518,9.199,1845893.87,1768172.31,1837636.24,1827521.71,1931406.28,1904618.17,1847613.58,1819806.0325,35232.866017427696,1844900.7158333333,2010,7,27,4,0.0,89.43249999999999,3.02425,126.1329,9.3615
10,2010-07-16,1828052.47,0,91.8,2.971,126.1498065,9.199,1769793.37,1845893.87,1768172.31,1837636.24,1827521.71,1931406.28,1904618.17,1805373.9475,42161.03637511749,1840196.71,2010,7,28,4,0.0,91.51,3.0332500000000002,126.141851625,9.28025
10,2010-07-23,1831676.03,0,88.44,3.112,126.1283548,9.199,1828052.47,1769793.37,1845893.87,1768172.31,1837636.24,1827521.71,1931406.28,1802978.005,39929.75777640092,1840074.2633333334,2010,7,29,4,0.0,91.04,3.04025,126.142290325,9.199
10,2010-07-30,1832664.03,0,85.03,3.017,126.1069032,9.199,1831676.03,1828052.47,1769793.37,1845893.87,1768172.31,1837636.24,1827521.71,1818853.935,33601.172049271445,1843489.383333333,2010,7,30,4,0.0,89.07499999999999,3.05,126.134216125,9.199
10,2010-08-06,1949236.09,0,86.13,3.123,126.0854516,9.199,1832664.03,1831676.03,1828052.47,1769793.37,1845893.87,1768172.31,1837636.24,1815546.475,30566.42908896733,1836092.0391666666,2010,8,31,4,0.0,87.85,3.05575,126.117629025,9.199
10,2010-08-13,1962996.7,0,88.37,3.049,126.064,9.199,1949236.09,1832664.03,1831676.03,1828052.47,1769793.37,1845893.87,1768172.31,1860407.155,59252.46510542928,1847857.0125,2010,8,32,4,0.0,86.9925,3.07525,126.09617739999999,9.199
10,2010-08-20,1983190.56,0,89.88,3.041,126.0766452,9.199,1962996.7,1949236.09,1832664.03,1831676.03,1828052.47,1769793.37,1845893.87,1894143.2125000001,71781.76802525588,1857472.2725,2010,8,33,4,0.0,87.35249999999999,3.0575,126.08324999999999,9.199
10,2010-08-27,1727565.42,0,84.99,3.022,126.0892903,9.199,1983190.56,1962996.7,1949236.09,1832664.03,1831676.03,1828052.47,1769793.37,1932021.8450000002,67690.43425652852,1864019.9716666667,2010,8,34,4,0.0,87.3425,3.05875,126.078846775,9.199
10,2010-09-03,1766331.45,0,83.8,3.087,126.1019355,9.199,1727565.42,1983190.56,1962996.7,1949236.09,1832664.03,1831676.03,1828052.47,1905747.1925,119603.52494211248,1847033.2333333334,2010,9,35,4,0.0,86.76,3.04975,126.08296775,9.199
10,2010-09-10,1720530.23,1,84.04,2.961,126.1145806,9.199,1766331.45,1727565.42,1983190.56,1962996.7,1949236.09,1832664.03,1831676.03,1860021.0325,131778.7890790394,1841934.045,2010,9,36,4,1766331.45,85.6775,3.02775,126.0956129,9.199
10,2010-09-17,1716755.78,0,85.52,3.028,126.1454667,9.199,1720530.23,1766331.45,1727565.42,1983190.56,1962996.7,1949236.09,1832664.03,1799404.415,124168.09355315067,1832175.2108333334,2010,9,37,4,0.0,84.5875,3.0244999999999997,126.112818275,9.199
10,2010-09-24,1655036.75,0,85.75,2.939,126.1900333,9.199,1716755.78,1720530.23,1766331.45,1727565.42,1983190.56,1962996.7,1949236.09,1732795.7199999997,22801.48492870401,1827890.5,2010,9,38,4,0.0,84.7775,3.00375,126.13800402499999,9.199
10,2010-10-01,1645892.97,0,86.01,3.001,126.2346,9.003,1655036.75,1716755.78,1720530.23,1766331.45,1727565.42,1983190.56,1962996.7,1714663.5524999998,45693.62657687375,1811985.74,2010,10,39,4,0.0,85.33,2.9822499999999996,126.17117015,9.15
10,2010-10-08,1772192.42,0,77.04,2.924,126.2791667,9.003,1645892.97,1655036.75,1716755.78,1720530.23,1766331.45,1727565.42,1983190.56,1684553.9325,39569.29385429,1801660.7066666668,2010,10,40,4,0.0,83.58,2.9730000000000003,126.212316675,9.101
10,2010-10-15,1703850.25,0,75.48,3.08,126.3266774,9.003,1772192.42,1645892.97,1655036.75,1716755.78,1720530.23,1766331.45,1727565.42,1697469.48,58924.10963536523,1797005.7025,2010,10,41,4,0.0,81.07000000000001,2.986,126.25761935,9.052000000000001
10,2010-10-22,1740234.06,0,68.12,3.014,126.3815484,9.003,1703850.25,1772192.42,1645892.97,1655036.75,1716755.78,1720530.23,1766331.45,1694243.0975000001,57859.79251869496,1786353.554166667,2010,10,42,4,0.0,76.66250000000001,3.00475,126.30549812500001,9.003
10,2010-10-29,1741308.56,0,68.76,3.13,126.4364194,9.003,1740234.06,1703850.25,1772192.42,1645892.97,1655036.75,1716755.78,1720530.23,1715542.425,54180.72323405566,1778651.0566666666,2010,10,43,4,0.0,72.35000000000001,3.037,126.35595297500001,9.003
10,2010-11-05,1832211.96,0,71.04,3.009,126.4912903,9.003,1741308.56,1740234.06,1703850.25,1772192.42,1645892.97,1655036.75,1716755.78,1739396.3225,27949.154654928334,1761323.7625,2010,11,44,4,0.0,70.85000000000001,3.0582499999999997,126.408983875,9.003
10,2010-11-12,1895901.59,0,61.24,3.13,126.5461613,9.003,1832211.96,1741308.56,1740234.06,1703850.25,1772192.42,1645892.97,1655036.75,1754401.2075,54717.57181388926,1750425.0341666667,2010,11,45,4,0.0,67.29,3.07075,126.46385485,9.003
10,2010-11-19,1949177.13,0,58.83,3.047,126.6072,9.003,1895901.59,1832211.96,1741308.56,1740234.06,1703850.25,1772192.42,1645892.97,1802414.0425,75780.5332086354,1743150.9533333331,2010,11,46,4,0.0,64.9675,3.0789999999999997,126.52026775000002,9.003
10,2010-11-26,2939946.38,1,55.33,3.162,126.6692667,9.003,1949177.13,1895901.59,1832211.96,1741308.56,1740234.06,1703850.25,1772192.42,1854649.81,89418.15558325141,1761618.5958333332,2010,11,47,4,1949177.13,61.61,3.087,126.578479575,9.003
10,2010-12-03,2251206.64,0,51.17,3.041,126.7313333,9.003,2939946.38,1949177.13,1895901.59,1832211.96,1741308.56,1740234.06,1703850.25,2154309.2649999997,525936.0131113377,1859419.84,2010,12,48,4,0.0,56.6425,3.095,126.63849032499999,9.003
10,2010-12-10,2411790.21,0,60.51,3.091,126.7934,9.003,2251206.64,2939946.38,1949177.13,1895901.59,1832211.96,1741308.56,1740234.06,2259057.935,480131.7047050389,1903642.8741666668,2010,12,49,4,0.0,56.46,3.08525,126.7003,9.003
10,2010-12-17,2811646.85,0,59.15,3.125,126.8794839,9.003,2411790.21,2251206.64,2939946.38,1949177.13,1895901.59,1832211.96,1741308.56,2388030.09,414925.17857257166,1961562.41,2010,12,50,4,0.0,56.54,3.10475,126.768370975,9.003
10,2010-12-24,3749057.69,0,57.06,3.236,126.9835806,9.003,2811646.85,2411790.21,2251206.64,2939946.38,1949177.13,1895901.59,1832211.96,2603647.52,325261.1493417556,2057946.585,2010,12,51,4,0.0,56.972500000000004,3.12325,126.84694945,9.003
10,2010-12-31,1707298.14,1,49.67,3.148,127.0876774,9.003,3749057.69,2811646.85,2411790.21,2251206.64,2939946.38,1949177.13,1895901.59,2805925.3475,671462.757002206,2233210.311666667,2010,12,52,4,3749057.69,56.5975,3.15,126.936035475,9.003
10,2011-01-07,1714309.9,0,43.43,3.287,127.1917742,8.744,1707298.14,3749057.69,2811646.85,2411790.21,2251206.64,2939946.38,1949177.13,2669948.2224999997,852036.0877800747,2227802.4549999996,2011,1,1,4,0.0,52.3275,3.1990000000000003,127.035629025,8.93825
10,2011-01-14,1710803.59,0,49.98,3.312,127.3009355,8.744,1714309.9,1707298.14,3749057.69,2811646.85,2411790.21,2251206.64,2939946.38,2495578.145,983679.4587909831,2228674.0925,2011,1,2,4,0.0,50.035,3.24575,127.140991925,8.8735
10,2011-01-21,1677556.18,0,56.75,3.336,127.4404839,8.744,1710803.59,1714309.9,1707298.14,3749057.69,2811646.85,2411790.21,2251206.64,2220367.33,1019130.926830172,2226221.553333333,2011,1,3,4,0.0,49.957499999999996,3.27075,127.25521775,8.80875
10,2011-01-28,1715769.05,0,53.03,3.231,127.5800323,8.744,1677556.18,1710803.59,1714309.9,1707298.14,3749057.69,2811646.85,2411790.21,1702491.9525000001,16868.5050661043,2220908.855,2011,1,4,4,0.0,50.7975,3.2915,127.37830647499999,8.744
10,2011-02-04,1968045.91,0,44.88,3.348,127.7195806,8.744,1715769.05,1677556.18,1710803.59,1714309.9,1707298.14,3749057.69,2811646.85,1704609.68,18155.643660470054,2211205.279166667,2011,2,5,4,0.0,51.16,3.3067499999999996,127.510258075,8.744
10,2011-02-11,2115408.31,1,51.51,3.381,127.859129,8.744,1968045.91,1715769.05,1677556.18,1710803.59,1714309.9,1707298.14,3749057.69,1768043.6825,134409.752257866,2217217.3058333336,2011,2,6,4,1968045.91,51.542500000000004,3.324,127.64980645,8.744
10,2011-02-18,2106934.55,0,61.77,3.43,127.99525,8.744,2115408.31,1968045.91,1715769.05,1677556.18,1710803.59,1714309.9,1707298.14,1869194.8625,208692.32208628653,2231069.9041666663,2011,2,7,4,0.0,52.7975,3.3474999999999997,127.788497975,8.744
10,2011-02-25,1967996.71,0,53.59,3.398,128.13,8.744,2106934.55,2115408.31,1968045.91,1715769.05,1677556.18,1710803.59,1714309.9,1976539.4549999998,186512.54124016914,2161652.2516666665,2011,2,8,4,0.0,52.9375,3.3892499999999997,127.92598989999999,8.744
10,2011-03-04,1958003.19,0,56.96,3.674,128.26475,8.744,1967996.71,2106934.55,2115408.31,1968045.91,1715769.05,1677556.18,1710803.59,2039596.3699999999,82720.13130751978,2138051.4241666663,2011,3,9,4,0.0,55.9575,3.4707500000000002,128.06228225,8.744
10,2011-03-11,1933469.15,0,64.22,3.63,128.3995,8.744,1958003.19,1967996.71,2106934.55,2115408.31,1968045.91,1715769.05,1677556.18,2037085.69,85713.91371037946,2100235.839166667,2011,3,10,4,0.0,59.135,3.533,128.197375,8.744
10,2011-03-18,1884734.31,0,70.12,3.892,128.5121935,8.744,1933469.15,1958003.19,1967996.71,2106934.55,2115408.31,1968045.91,1715769.05,1991600.9,78245.58578216337,2027054.3641666665,2011,3,11,4,0.0,61.2225,3.6485000000000003,128.326610875,8.744
10,2011-03-25,1815798.85,0,62.53,3.716,128.6160645,8.744,1884734.31,1933469.15,1958003.19,1967996.71,2106934.55,2115408.31,1968045.91,1936050.8399999999,37159.54635116232,1871694.0824999998,2011,3,12,4,0.0,63.4575,3.728,128.448127,8.744
10,2011-04-01,1827733.18,0,67.64,3.772,128.7199355,8.494,1815798.85,1884734.31,1933469.15,1958003.19,1967996.71,2106934.55,2115408.31,1898001.375,62693.56957144966,1880735.8083333336,2011,4,13,4,0.0,66.1275,3.7525,128.561923375,8.6815
10,2011-04-08,1870720.73,0,73.03,3.818,128.8238065,8.494,1827733.18,1815798.85,1884734.31,1933469.15,1958003.19,1967996.71,2106934.55,1865433.8725,54425.12760892774,1890187.7483333333,2011,4,14,4,0.0,68.33,3.7995,128.668,8.619
10,2011-04-15,1781767.22,0,61.05,4.089,128.9107333,8.494,1870720.73,1827733.18,1815798.85,1884734.31,1933469.15,1958003.19,1967996.71,1849746.7675,33171.74686558497,1903514.1766666665,2011,4,15,4,0.0,66.0625,3.8487500000000003,128.76763495,8.5565
10,2011-04-22,2004831.14,0,75.93,3.917,128.9553,8.494,1781767.22,1870720.73,1827733.18,1815798.85,1884734.31,1933469.15,1958003.19,1824004.9949999999,36731.59272656911,1912198.43,2011,4,16,4,0.0,69.4125,3.899,128.852443825,8.494
10,2011-04-29,1873646.34,0,73.38,4.151,128.9998667,8.494,2004831.14,1781767.22,1870720.73,1827733.18,1815798.85,1884734.31,1933469.15,1871263.0675,96168.39735039575,1936286.9375,2011,4,17,4,0.0,70.8475,3.99375,128.922426625,8.494
10,2011-05-06,1841369.99,0,73.56,4.193,129.0444333,8.494,1873646.34,2004831.14,1781767.22,1870720.73,1827733.18,1815798.85,1884734.31,1882741.3575,91885.62866154325,1928420.3066666666,2011,5,18,4,0.0,70.97999999999999,4.0875,128.977583325,8.494
10,2011-05-13,1712995.44,0,74.04,4.202,129.089,8.494,1841369.99,1873646.34,2004831.14,1781767.22,1870720.73,1827733.18,1815798.85,1875403.6724999999,94305.59252110559,1905583.78,2011,5,19,4,0.0,74.2275,4.11575,129.02215,8.494
10,2011-05-20,1720908.01,0,72.62,3.99,129.0756774,8.494,1712995.44,1841369.99,1873646.34,2004831.14,1781767.22,1870720.73,1827733.18,1858210.7275,119870.61588530574,1872755.5208333333,2011,5,20,4,0.0,73.4,4.134,129.05224435000002,8.494
10,2011-05-27,1743000.38,0,78.62,3.933,129.0623548,8.494,1720908.01,1712995.44,1841369.99,1873646.34,2004831.14,1781767.22,1870720.73,1787229.945,82276.56327317163,1852164.7958333332,2011,5,21,4,0.0,74.71000000000001,4.0794999999999995,129.067866375,8.494
10,2011-06-03,1792210.89,0,81.87,3.893,129.0490323,8.494,1743000.38,1720908.01,1712995.44,1841369.99,1873646.34,2004831.14,1781767.22,1754568.4549999998,59244.31891567116,1834247.8950000003,2011,6,22,4,0.0,76.78750000000001,4.0045,129.069016125,8.494
10,2011-06-10,1740063.1,0,84.57,3.981,129.0357097,8.494,1792210.89,1743000.38,1720908.01,1712995.44,1841369.99,1873646.34,2004831.14,1742278.68,35627.51805143349,1822476.3733333333,2011,6,23,4,0.0,79.42,3.94925,129.05569355,8.494
10,2011-06-17,1817934.76,0,87.96,3.935,129.0432,8.494,1740063.1,1792210.89,1743000.38,1720908.01,1712995.44,1841369.99,1873646.34,1749045.595,30398.44416460373,1810420.4391666667,2011,6,24,4,0.0,83.255,3.9354999999999998,129.0475742,8.494
10,2011-06-24,1711813.13,0,90.69,3.807,129.0663,8.494,1817934.76,1740063.1,1792210.89,1743000.38,1720908.01,1712995.44,1841369.99,1773302.2825,38177.8383959425,1810598.4316666666,2011,6,25,4,0.0,86.2725,3.904,129.0485605,8.494
10,2011-07-01,1751369.75,0,95.36,3.842,129.0894,8.257,1711813.13,1817934.76,1740063.1,1792210.89,1743000.38,1720908.01,1712995.44,1765505.47,48277.63965912236,1800938.4275,2011,7,26,4,0.0,89.645,3.89125,129.05865242500002,8.434750000000001
10,2011-07-08,1699708.38,0,88.57,3.793,129.1125,8.257,1751369.75,1711813.13,1817934.76,1740063.1,1792210.89,1743000.38,1720908.01,1755295.185,44951.19915562224,1790992.5125000002,2011,7,27,4,0.0,90.645,3.8442499999999997,129.07785,8.3755
10,2011-07-15,1775068.4,0,86.01,3.779,129.1338387,8.257,1699708.38,1751369.75,1711813.13,1817934.76,1740063.1,1792210.89,1743000.38,1745206.505,53268.44449476754,1784154.2758333331,2011,7,28,4,0.0,90.1575,3.80525,129.100509675,8.31625
10,2011-07-22,1774342.61,0,88.59,3.697,129.1507742,8.257,1775068.4,1699708.38,1751369.75,1711813.13,1817934.76,1740063.1,1792210.89,1734489.915,34907.181827478395,1765007.3808333331,2011,7,29,4,0.0,89.6325,3.77775,129.12162822500002,8.257
10,2011-07-29,1745841.33,0,86.75,3.694,129.1677097,8.257,1774342.61,1775068.4,1699708.38,1751369.75,1711813.13,1817934.76,1740063.1,1750122.285,35365.00522158982,1756732.07,2011,7,30,4,0.0,87.47999999999999,3.74075,129.14120565,8.257
10,2011-08-05,1886299.98,0,89.8,3.803,129.1846452,8.257,1745841.33,1774342.61,1775068.4,1699708.38,1751369.75,1711813.13,1817934.76,1748740.18,35408.00442852301,1748771.3483333334,2011,8,31,4,0.0,87.7875,3.74325,129.15924195000002,8.257
10,2011-08-12,1917397.63,0,85.61,3.794,129.2015806,8.257,1886299.98,1745841.33,1774342.61,1775068.4,1699708.38,1751369.75,1711813.13,1795388.08,62117.2418361472,1763213.3933333333,2011,8,32,4,0.0,87.6875,3.747,129.176177425,8.257
10,2011-08-19,1954849.68,0,87.4,3.743,129.2405806,8.257,1917397.63,1886299.98,1745841.33,1774342.61,1775068.4,1699708.38,1751369.75,1830970.3875,83635.50615178,1779587.5283333333,2011,8,33,4,0.0,87.38999999999999,3.7584999999999997,129.198629025,8.257
10,2011-08-26,1728399.07,0,91.59,3.663,129.2832581,8.257,1954849.68,1917397.63,1886299.98,1745841.33,1774342.61,1775068.4,1699708.38,1876097.155,91247.58812065201,1797241.6366666667,2011,8,34,4,0.0,88.6,3.75075,129.22751612500002,8.257
10,2011-09-02,1758587.35,0,91.61,3.798,129.3259355,8.257,1728399.07,1954849.68,1917397.63,1886299.98,1745841.33,1774342.61,1775068.4,1871736.59,99583.22025868297,1791923.985,2011,9,35,4,0.0,89.05250000000001,3.7495,129.2628387,8.257
10,2011-09-09,1670579.82,1,89.06,3.771,129.3686129,8.257,1758587.35,1728399.07,1954849.68,1917397.63,1886299.98,1745841.33,1774342.61,1839808.4324999999,112935.79664301024,1793467.6725,2011,9,36,4,1758587.35,89.915,3.7437500000000004,129.304596775,8.257
10,2011-09-16,1650894.3,0,77.49,3.784,129.4306,8.257,1670579.82,1758587.35,1728399.07,1954849.68,1917397.63,1886299.98,1745841.33,1778103.98,123358.50784989216,1781188.094166667,2011,9,37,4,0.0,87.4375,3.754,129.352101625,8.257
10,2011-09-23,1685910.53,0,82.51,3.789,129.5183333,8.257,1650894.3,1670579.82,1758587.35,1728399.07,1954849.68,1917397.63,1886299.98,1702115.135,49993.35401274678,1776111.5250000001,2011,9,38,4,0.0,85.1675,3.7855,129.41087042499998,8.257
10,2011-09-30,1627707.31,0,82.27,3.877,129.6060667,8.257,1685910.53,1650894.3,1670579.82,1758587.35,1728399.07,1954849.68,1917397.63,1691493.0,46969.604755346096,1770656.5899999999,2011,9,39,4,0.0,82.8325,3.80525,129.480903225,8.257
10,2011-10-07,1788227.6,0,75.01,3.827,129.6938,7.874,1627707.31,1685910.53,1650894.3,1670579.82,1758587.35,1728399.07,1954849.68,1658772.9900000002,25185.958666640854,1764656.5008333335,2011,10,40,4,0.0,79.32,3.81925,129.5622,8.16125
10,2011-10-14,1704753.02,0,70.27,3.698,129.7706452,7.874,1788227.6,1627707.31,1685910.53,1650894.3,1670579.82,1758587.35,1728399.07,1688184.935,70856.29194067045,1765753.1008333333,2011,10,41,4,0.0,77.515,3.7977499999999997,129.6472113,8.0655
10,2011-10-21,1745928.56,0,77.91,3.842,129.7821613,7.874,1704753.02,1788227.6,1627707.31,1685910.53,1650894.3,1670579.82,1758587.35,1701649.6150000002,66384.13935722662,1759953.968333333,2011,10,42,4,0.0,76.36500000000001,3.811,129.7131683,7.96975
10,2011-10-28,1771792.97,0,72.79,3.843,129.7936774,7.874,1745928.56,1704753.02,1788227.6,1627707.31,1685910.53,1650894.3,1670579.82,1716654.1225,68393.29174464586,1759961.2375,2011,10,43,4,0.0,73.995,3.8024999999999998,129.760070975,7.874
10,2011-11-04,1904438.59,0,68.57,3.828,129.8051935,7.874,1771792.97,1745928.56,1704753.02,1788227.6,1627707.31,1685910.53,1650894.3,1752675.5374999999,36384.58813982547,1750418.9866666666,2011,11,44,4,0.0,72.385,3.8027499999999996,129.78791934999998,7.874
10,2011-11-11,2076570.84,0,55.28,3.677,129.8167097,7.874,1904438.59,1771792.97,1745928.56,1704753.02,1788227.6,1627707.31,1685910.53,1781728.2850000001,86339.13977108568,1749339.0666666667,2011,11,45,4,0.0,68.6375,3.7975,129.799435475,7.874
10,2011-11-18,1869087.85,0,58.97,3.669,129.8268333,7.874,2076570.84,1904438.59,1771792.97,1745928.56,1704753.02,1788227.6,1627707.31,1874682.7400000002,151446.5353064171,1759482.4966666668,2011,11,46,4,0.0,63.9025,3.75425,129.810603475,7.874
10,2011-11-25,2950198.64,1,60.68,3.76,129.8364,7.874,1869087.85,2076570.84,1904438.59,1771792.97,1745928.56,1704753.02,1788227.6,1905472.5625,127108.5761822904,1771206.5616666668,2011,11,47,4,1869087.85,60.87499999999999,3.7335000000000003,129.821284125,7.874
10,2011-12-02,2068097.18,0,57.29,3.701,129.8459667,7.874,2950198.64,1869087.85,2076570.84,1904438.59,1771792.97,1745928.56,1704753.02,2200073.9800000004,508229.6505855077,1870507.5025000002,2011,12,48,4,0.0,58.05500000000001,3.70175,129.831477425,7.874
10,2011-12-09,2429310.9,0,42.58,3.644,129.8555333,7.874,2068097.18,2950198.64,1869087.85,2076570.84,1904438.59,1771792.97,1745928.56,2240988.6275000004,482429.1628831439,1903633.9491666667,2011,12,49,4,0.0,54.879999999999995,3.6935,129.841183325,7.874
10,2011-12-16,2555031.18,0,50.53,3.489,129.8980645,7.874,2429310.9,2068097.18,2950198.64,1869087.85,2076570.84,1904438.59,1771792.97,2329173.6425,474531.12774308125,1968501.9991666665,2011,12,50,4,0.0,52.77,3.6485000000000003,129.858991125,7.874
10,2011-12-23,3487986.89,0,48.36,3.541,129.9845484,7.874,2555031.18,2429310.9,2068097.18,2950198.64,1869087.85,2076570.84,1904438.59,2500659.475,363887.5748468207,2040928.72,2011,12,51,4,0.0,49.69,3.59375,129.896028225,7.874
10,2011-12-30,1930690.37,1,48.92,3.428,130.0710323,7.874,3487986.89,2555031.18,2429310.9,2068097.18,2950198.64,1869087.85,2076570.84,2635106.5375,604887.9825956406,2195952.018333333,2011,12,52,4,3487986.89,47.5975,3.5255,129.952294625,7.874
10,2012-01-06,1683401.78,0,59.85,3.443,130.1575161,7.545,1930690.37,3487986.89,2555031.18,2429310.9,2068097.18,2950198.64,1869087.85,2600754.835,650038.6609400251,2207823.9158333335,2012,1,1,4,0.0,51.915,3.47525,130.027790325,7.7917499999999995
10,2012-01-13,1711562.73,0,51.0,3.477,130.244,7.545,1683401.78,1930690.37,3487986.89,2555031.18,2429310.9,2068097.18,2950198.64,2414277.555,804300.7901266078,2206044.6458333335,2012,1,2,4,0.0,52.0325,3.47225,130.1142742,7.7095
10,2012-01-20,1675562.94,0,54.51,3.66,130.2792258,7.545,1711562.73,1683401.78,1930690.37,3487986.89,2555031.18,2429310.9,2068097.18,2203410.4425000004,863488.287660897,2203180.8266666667,2012,1,3,4,0.0,53.56999999999999,3.502,130.18794355,7.62725
10,2012-01-27,1632406.0,0,53.59,3.675,130.3144516,7.545,1675562.94,1711562.73,1683401.78,1930690.37,3487986.89,2555031.18,2429310.9,1750304.455,121246.66534659297,2195161.6575,2012,1,4,4,0.0,54.7375,3.5637499999999998,130.248798375,7.545
10,2012-02-03,1867403.01,0,56.85,3.543,130.3496774,7.545,1632406.0,1675562.94,1711562.73,1683401.78,1930690.37,3487986.89,2555031.18,1675733.3625,32760.9400935067,2172492.275,2012,2,5,4,0.0,53.987500000000004,3.58875,130.2968387,7.545
10,2012-02-10,2218595.8,1,55.73,3.722,130.3849032,7.545,1867403.01,1632406.0,1675562.94,1711562.73,1683401.78,1930690.37,3487986.89,1721733.67,102362.38497428826,2155061.6225,2012,2,6,4,1867403.01,55.17,3.65,130.3320645,7.545
10,2012-02-17,2168709.76,0,54.12,3.781,130.4546207,7.545,2218595.8,1867403.01,1632406.0,1675562.94,1711562.73,1683401.78,1930690.37,1848491.9375,267040.6138037941,2184187.285,2012,2,7,4,0.0,55.072500000000005,3.68025,130.375913225,7.545
10,2012-02-24,2039415.74,0,56.02,3.95,130.5502069,7.545,2168709.76,2218595.8,1867403.01,1632406.0,1675562.94,1711562.73,1683401.78,1971778.6424999998,274328.6577649643,2119063.2116666664,2012,2,8,4,0.0,55.67999999999999,3.7489999999999997,130.43485205,7.545
10,2012-03-02,1990371.02,0,57.62,3.882,130.6457931,7.545,2039415.74,2168709.76,2218595.8,1867403.01,1632406.0,1675562.94,1711562.73,2073531.0775,156796.46231176757,2116673.0916666663,2012,3,9,4,0.0,55.872499999999995,3.83375,130.50888097499998,7.545
10,2012-03-09,1917483.1,0,57.65,3.963,130.7413793,7.545,1990371.02,2039415.74,2168709.76,2218595.8,1867403.01,1632406.0,1675562.94,2104273.08,107085.51701286169,2080094.7683333335,2012,3,10,4,0.0,56.3525,3.894,130.598,7.545
10,2012-03-16,1930814.66,0,62.11,4.273,130.8261935,7.545,1917483.1,1990371.02,2039415.74,2168709.76,2218595.8,1867403.01,1632406.0,2028994.905,105759.98243919175,2026965.7616666667,2012,3,11,4,0.0,58.349999999999994,4.0169999999999995,130.6908932,7.545
10,2012-03-23,1837457.69,0,56.54,4.288,130.8966452,7.545,1930814.66,1917483.1,1990371.02,2039415.74,2168709.76,2218595.8,1867403.01,1969521.13,56350.45639034493,1897201.4091666667,2012,3,12,4,0.0,58.480000000000004,4.1015,130.777502775,7.545
